"name","lat","lon","event_name","attendance_count","yes_rsvp_count","group_name","event_datetime","link"
"Edgie's Billiards",37.42738723754883,-121.89613342285156,"Monday Night Billiards @ Edgies (in Milpitas). Free for Ladies",12,12,"!Bay Area Fun Professionals and Friends!","2017-04-10 19:00:00","https://www.meetup.com/BayAreaFunProfessionalsAndFriends/"
,,,"5 Mile Fun Run/Walk +Tacos & Drinks Happy Hour Special",3,3,"Bay Area Happenings","2017-04-11 17:15:00","https://www.meetup.com/BayAreaHappenings/"
"Los Gatos Calvary Church",37.23196029663086,-121.96466064453125,"Combinations: When love styles collide (How We Love Series)",15,15,"Divorce and Relationship Recovery Los Gatos","2017-04-11 19:00:00","https://www.meetup.com/DRR-Los-Gatos/"
,,,"HAPPY HOUR MEET & GREET MIXER!",24,24,"BAY AREA SINGLES!","2017-04-12 17:00:00","https://www.meetup.com/meetup-Bay-Area-Singles/"
,,,"impromptu movie screening: For here or to go?",0,2,"Bay Area Fun Single Friends!!","2017-04-12 19:15:00","https://www.meetup.com/DesiSinglesNetwork/"
,,,"Christian Singles Fellowship Dinner + Movie ""The Case For Christ""",17,18,"Silicon Valley Christian Singles Play Network (SV CSPN)","2017-04-12 17:45:00","https://www.meetup.com/SV-CSPN/"
,,,"[Union Square] Dueling pianos sing-along at Johnny Foley's [Free]",9,10,"San Francisco Urban Adventure Club","2017-04-12 20:00:00","https://www.meetup.com/San-Francisco-Urban-Adventure-Club/"
,,,"Wednesday Evening Walk at Campbell Park",0,0,"- THE HANGOUT CLUB -","2017-04-12 18:00:00","https://www.meetup.com/THE-HANGOUT-CLUB-For-Everyone-20s-50s/"
,,,"Party on the Patio",0,35,"- THE HANGOUT CLUB -","2017-04-12 18:30:00","https://www.meetup.com/THE-HANGOUT-CLUB-For-Everyone-20s-50s/"
,,,"BRITISH PUB: MUSIC & FUN!",20,20,"BAY AREA SINGLES!","2017-04-15 19:30:00","https://www.meetup.com/meetup-Bay-Area-Singles/"
"The Chieftain",37.78146743774414,-122.40528869628906,"[SOMA] Drop-In Improv Class @ Leela [$15]",9,9,"San Francisco Urban Adventure Club","2017-04-13 18:30:00","https://www.meetup.com/San-Francisco-Urban-Adventure-Club/"
,,,"[NOPA] Texas hold'em poker night and Pizza [$20]",4,4,"San Francisco Urban Adventure Club","2017-04-13 18:30:00","https://www.meetup.com/San-Francisco-Urban-Adventure-Club/"
,,,"sv next - April Networking Mixer",0,3,"- THE HANGOUT CLUB -","2017-04-13 17:30:00","https://www.meetup.com/THE-HANGOUT-CLUB-For-Everyone-20s-50s/"
,,,"Thursday Evening Walk at Campbell Park",0,2,"- THE HANGOUT CLUB -","2017-04-13 18:00:00","https://www.meetup.com/THE-HANGOUT-CLUB-For-Everyone-20s-50s/"
,,,"Studio 54 vs 1984",0,5,"We Love the 80's SF Bay Area","2017-04-13 21:00:00","https://www.meetup.com/80s-SF-Bay-Area/"
,,,"LET'S DANCE! DANCE! DANCE!",31,31,"BAY AREA SINGLES!","2017-04-14 19:00:00","https://www.meetup.com/meetup-Bay-Area-Singles/"
,,,"San Jose Sharks Playoff - Game 2",0,3,"Bay Area Singles (BAS) 40+","2017-04-14 19:00:00","https://www.meetup.com/Bay-Area-Singles-BAS40/"
,,,"Warriors Post Season Game!!!",0,1,"Females and Asian Males (FAAM)","2017-04-14 23:45:00","https://www.meetup.com/Females-and-Asian-Males-FAAM/"
,,,"SHUCK. OYSTERS & CAVIAR! FREE BUBBLY!...PREVIEW NIGHT AT [ESQ]",98,98,"SF Bay Club Qualified Singles","2017-04-14 19:00:00","https://www.meetup.com/SF-Bay-Club-Qualified-Singles/"
"An East Bay BART Station",0,0,"East Bay Bike Party! (FREE! & Awesome!)",7,7,"LAKE MERRITT, OAKLAND, & BEYOND! Community-Run Meetup Group","2017-04-14 19:00:00","https://www.meetup.com/LakeMerritt/"
"Four Seasons Hotel Silicon Valley",37.46038055419922,-122.14228057861328,"SHUCK. OYSTERS & CAVIAR! FREE BUBBLY!...PREVIEW NIGHT AT [ESQ]",99,99,"I wanted to do that...Just not alone!","2017-04-14 19:00:00","https://www.meetup.com/San_Francisco_Friends/"
"Rosenblum Cellars Jack London Square",37.79562759399414,-122.2794189453125,"Singles Mingle Wine Mixer @ Rosenblum in Jack London Square (Oakland)",74,74,"I wanted to do that...Just not alone!","2017-04-14 18:00:00","https://www.meetup.com/San_Francisco_Friends/"
"Coin-Op Game Room",37.779212951660156,-122.39811706542969,"[SoMa] Games and Cocktails at Coin-Op Game Room [FREE]",14,16,"San Francisco Urban Adventure Club","2017-04-14 18:00:00","https://www.meetup.com/San-Francisco-Urban-Adventure-Club/"
"Petroglyph Ceramic Lounge",36.97316360473633,-122.0269546508789,"Create ceramics at Petroglyph in Santa Cruz",10,10,"Lesbian Baby Boomers - Santa Cruz / South Bay","2017-04-14 18:00:00","https://www.meetup.com/Lesbian-Baby-Boomers-South-Bay-Mixer/"
"Rosenblum Cellars Jack London Square",37.79562759399414,-122.2794189453125,"Singles Mingle Wine Mixer @ Rosenblum in Jack London Square",80,80,"Unumia East Bay Singles Community","2017-04-14 18:00:00","https://www.meetup.com/Unumia-EastBay/"
"Rosenblum Cellars Jack London Square",37.79562759399414,-122.2794189453125,"Singles Mingle Wine Mixer @ Rosenblum in Jack London Square, Oakland",70,70,"Unumia South Bay Singles Community","2017-04-14 18:00:00","https://www.meetup.com/Unumia-SouthBay/"
"Rosenblum Cellars Jack London Square",37.79562759399414,-122.2794189453125,"Singles Mingle Wine Mixer @ Rosenblum in Jack London Square (Oakland)",67,67,"Unumia San Francisco Singles Community","2017-04-14 18:00:00","https://www.meetup.com/Unumia-SF/"
"Charley's LG",37.223079681396484,-121.98375701904297,"Dance Party at Charley's LG - Friday, April 14th!",10,10,"Bay Area Single Boomers Social Meetup","2017-04-14 20:00:00","https://www.meetup.com/Bay-area-single-boomers-Social-Meetup/"
,,,"Let's eat some barbeque @ T-REX",0,20,"Awesome Asian Americans!!!","2017-04-14 19:00:00","https://www.meetup.com/AsiansAmericans/"
"Steins Beer Garden and Restaurant",37.39398193359375,-122.07989501953125,"Meet and Greet Mixer",21,21,"Single Transplants, New in Town (Bay Area)","2017-04-15 18:00:00","https://www.meetup.com/single-transplants-bay-area/"
,,,"Warm up game #1 before the golf tournament",0,9,"Bay Area Singles (BAS) 40+","2017-04-15 10:15:00","https://www.meetup.com/Bay-Area-Singles-BAS40/"
"Tertulia Coffee",37.809295654296875,-122.26998138427734,"Tax Day Protests : Coffee -> BART -> Protest Trump -> Drink",13,13,"LAKE MERRITT, OAKLAND, & BEYOND! Community-Run Meetup Group","2017-04-15 11:30:00","https://www.meetup.com/LakeMerritt/"
"San Francisco Main Library",37.77915954589844,-122.41580963134766,"What The Health documentary film & raffle (no host event)",12,12,"I wanted to do that...Just not alone!","2017-04-15 14:00:00","https://www.meetup.com/San_Francisco_Friends/"
,,,"The Great Grandmother ""Giant Sequoia Tree Wine Hike !",15,15,"I wanted to do that...Just not alone!","2017-04-15 09:45:00","https://www.meetup.com/San_Francisco_Friends/"
"Alamere Falls - Palomarin Trailhead",37.91836929321289,-122.71904754638672,"[North Bay Marin] Palomarin Trailhead to Alamere Falls Trail 8 mile[Free]",14,17,"San Francisco Urban Adventure Club","2017-04-15 10:00:00","https://www.meetup.com/San-Francisco-Urban-Adventure-Club/"
,,,"[GGP] Yoga in the Park [FREE]",2,2,"San Francisco Urban Adventure Club","2017-04-15 11:15:00","https://www.meetup.com/San-Francisco-Urban-Adventure-Club/"
,,,"[Ocean beach] Bonfire on Ocean beach with s'mores! [$5]",23,28,"San Francisco Urban Adventure Club","2017-04-15 18:30:00","https://www.meetup.com/San-Francisco-Urban-Adventure-Club/"
,,,"Arijit Singh Live in Concert!!",0,15,"Break Ke Baad - Bay Area Indian Divorced Singles","2017-04-15 18:00:00","https://www.meetup.com/Break-Ke-Baad/"
,,,"Meet and Greet Mixer",0,34,"Bay Area International Singles","2017-04-15 18:00:00","https://www.meetup.com/BayAreaInternationalSingles/"
"Steins Beer Garden and Restaurant",37.39398193359375,-122.07989501953125,"Meet and Greet Mixer",15,15,"New to South Bay - Happy Hour","2017-04-15 18:00:00","https://www.meetup.com/bay-area-happy-hour-events/"
,,,"Music and Shenanigans at The Riptide",0,6,"We Love the 80's SF Bay Area","2017-04-15 21:30:00","https://www.meetup.com/80s-SF-Bay-Area/"
,,,"Dance Concert! Strawberry Souls Plays Beatles @ Cat's, 4/15, 8PM",12,12,"Bay Area Single Boomers Social Meetup","2017-04-15 20:00:00","https://www.meetup.com/Bay-area-single-boomers-Social-Meetup/"
"Steins Beer Garden and Restaurant",37.39398193359375,-122.07989501953125,"Meet and Greet Mixer",26,26,"Social Networking & New Friends South Bay","2017-04-15 18:00:00","https://www.meetup.com/south-bay-meet-new-people/"
,,,"East Bay Singles Convention - Our Largest EB Party of the Year!",0,122,"East Bay Ladies and Gents looking to meet (age 45+)","2017-04-15 19:30:00","https://www.meetup.com/Dating-for-ages-45-plus/"
,,,"Bar-B-Que Marina Hike",0,7,"Bay Area Black Singles","2017-04-15 11:00:00","https://www.meetup.com/Bay-Area-Black-Singles/"
,,,"Last Holi for 2017",0,3,"Bay Area Fun Single Friends!!","2017-04-16 13:00:00","https://www.meetup.com/DesiSinglesNetwork/"
,,,"Singles Sunday Fellowship Lunch",11,14,"Silicon Valley Christian Singles Play Network (SV CSPN)","2017-04-16 12:30:00","https://www.meetup.com/SV-CSPN/"
,,,"[SOMA] SF MOMA [$25-$33]",7,9,"San Francisco Urban Adventure Club","2017-04-16 14:30:00","https://www.meetup.com/San-Francisco-Urban-Adventure-Club/"
,,,"West Coast Swing Dance - Lesson + Party",3,3,"Silicon Valley Christian Singles Play Network (SV CSPN)","2017-04-17 19:15:00","https://www.meetup.com/SV-CSPN/"
"Lifetree Café Menlo Park ",37.43286895751953,-122.1999740600586,"Amazing Grace (Lifetree Café Menlo Park)",1,1,"Lifetree Café Bay Area","2017-04-19 18:30:00","https://www.meetup.com/LTCbayarea/"
,,,"[Bayview] Strategy Board Game Night - Shogun [FREE]",5,5,"San Francisco Urban Adventure Club","2017-04-17 18:30:00","https://www.meetup.com/San-Francisco-Urban-Adventure-Club/"
,,,"[Inner Sunset] Trivia at Blackthorn tavern [FREE]",9,9,"San Francisco Urban Adventure Club","2017-04-17 20:00:00","https://www.meetup.com/San-Francisco-Urban-Adventure-Club/"
"Edgie's Billiards",37.42738723754883,-121.89613342285156,"Monday Night Billiards @ Edgies (in Milpitas). Free for Ladies",11,11,"!Bay Area Fun Professionals and Friends!","2017-04-17 19:00:00","https://www.meetup.com/BayAreaFunProfessionalsAndFriends/"
,,,"6 Secrets For Professional Women to Gain a Fulfilling Relationship with Career",22,22,"Bay Area Women’s Happiness, Love & Empowerment Community","2017-04-18 19:00:00","https://www.meetup.com/meetup-group-BayAreaWomensHappiness-Empowerment/"
,,,"Week 1 - Self Assessment, Living Your Best Life, and Confidence",2,2,"From Dorks to Don Juans","2017-04-18 19:00:00","https://www.meetup.com/From-Dorks-to-Don-Juans/"
,,,"Singles Bible Study - Saving your marriage before it starts",8,8,"Silicon Valley Christian Singles Play Network (SV CSPN)","2017-04-18 19:00:00","https://www.meetup.com/SV-CSPN/"
,,,"North Bay Mark Group - Novato",5,5,"Bay Area Mark Groups","2017-04-19 19:00:00","https://www.meetup.com/BayAreaMarkGroups/"
"Rosenblum Cellars",37.795623779296875,-122.27947235107422,"Trivia Night, Jack London Square",1,1,"LAKE MERRITT, OAKLAND, & BEYOND! Community-Run Meetup Group","2017-05-02 17:00:00","https://www.meetup.com/LakeMerritt/"
,,,"Yoga On The Labrinth at Grace Cathedral ;);)",6,6,"I wanted to do that...Just not alone!","2017-05-02 17:30:00","https://www.meetup.com/San_Francisco_Friends/"
"AMC Van Ness 14",37.784934997558594,-122.42115783691406,"Free Movie Screening: The Promise",6,6,"I wanted to do that...Just not alone!","2017-04-18 17:45:00","https://www.meetup.com/San_Francisco_Friends/"
,,,"Yoga On The Labrinth at Grace Cathedral ;);)",3,3,"I wanted to do that...Just not alone!","2017-04-18 17:30:00","https://www.meetup.com/San_Francisco_Friends/"
,,,"[Mid-Market] Beginning hip hop dance class at City Dance [$14]",1,1,"San Francisco Urban Adventure Club","2017-04-18 18:45:00","https://www.meetup.com/San-Francisco-Urban-Adventure-Club/"
"Los Gatos Calvary Church",37.23196029663086,-121.96466064453125,"Couples Therapy (How We Love Series)",19,19,"Divorce and Relationship Recovery Los Gatos","2017-04-18 19:00:00","https://www.meetup.com/DRR-Los-Gatos/"
"A Private Home",0,0,"Mid-Penisula Mark Group in Portola Valley",6,6,"Bay Area Mark Groups","2017-04-18 19:30:00","https://www.meetup.com/BayAreaMarkGroups/"
,,,"WARRIORS vs TRAILBLAZERS - GAME 2",0,15,"Bay Area Singles (BAS) 40+","2017-04-19 18:00:00","https://www.meetup.com/Bay-Area-Singles-BAS40/"
,,,"Christian Singles April Birthday & Fellowship Dinner",3,3,"Silicon Valley Christian Singles Play Network (SV CSPN)","2017-04-19 19:00:00","https://www.meetup.com/SV-CSPN/"
"WeWork SOMA",37.7870979309082,-122.39910125732422,"Learn, mingle and drinks some drinks!",2,2,"YouWho! San Francisco","2017-04-19 18:00:00","https://www.meetup.com/YouWho-San-Francisco/"
"Temescal Brewing",37.83037185668945,-122.26449584960938,"Temescal Brewery Inaugurates A New IPA - A Million People Just Might Be There​",32,32,"LAKE MERRITT, OAKLAND, & BEYOND! Community-Run Meetup Group","2017-04-19 18:00:00","https://www.meetup.com/LakeMerritt/"
,,,"Wednesday Evening Walk at Campbell Park",0,1,"- THE HANGOUT CLUB -","2017-04-19 18:00:00","https://www.meetup.com/THE-HANGOUT-CLUB-For-Everyone-20s-50s/"
,,,"Dueling Pianos at LVL 44",0,23,"- THE HANGOUT CLUB -","2017-04-19 19:00:00","https://www.meetup.com/THE-HANGOUT-CLUB-For-Everyone-20s-50s/"
"LVL 44",37.33394241333008,-121.89320373535156,"Dueling Pianos at LVL 44",21,21,"New to South Bay - Happy Hour","2017-04-19 19:00:00","https://www.meetup.com/bay-area-happy-hour-events/"
"Sweet Bar Bakery",37.789859771728516,-122.22825622558594,"StorySlam Oakland on 4/20 - theme: ""DRUGS"" - live storytelling competition",20,20,"LAKE MERRITT, OAKLAND, & BEYOND! Community-Run Meetup Group","2017-04-20 19:00:00","https://www.meetup.com/LakeMerritt/"
,,,"A Special FUND RAISER & WINE TASTING   Event  !!",24,24,"I wanted to do that...Just not alone!","2017-04-20 17:00:00","https://www.meetup.com/San_Francisco_Friends/"
,,,"[SOMA] Dinner/happy hour -> 80's dance party -> 90's dance party! [FREE]",9,13,"San Francisco Urban Adventure Club","2017-04-20 18:30:00","https://www.meetup.com/San-Francisco-Urban-Adventure-Club/"
,,,"Dancing at  Boulevard Tavern with Sound Decision!",0,32,"Bay Area Singles (BAS) 40+","2017-04-21 20:15:00","https://www.meetup.com/Bay-Area-Singles-BAS40/"
"TEMPLE SF",37.78795623779297,-122.39724731445312,"Live Sharks Tank® Episode 46 startup expo ""Getting Funded"" & VIP Party",14,14,"Social Fluency","2017-04-21 18:00:00","https://www.meetup.com/Social-Fluency-Workshop/"
"In Private home ",37.80436325073242,-122.27111053466797,"One Time Oakland Mark Group (Glen Park neighborhood)",8,8,"Bay Area Mark Groups","2017-04-21 19:00:00","https://www.meetup.com/BayAreaMarkGroups/"
"San Jose Convention Center",37.32973098754883,-121.88882446289062,"Silicon Valley Comic Con (NO HOST EVENT)",7,7,"I wanted to do that...Just not alone!","2017-04-21 17:00:00","https://www.meetup.com/San_Francisco_Friends/"
,,,"[Tenderloin] Friday happy hour at 620 Jones [FREE]",26,28,"San Francisco Urban Adventure Club","2017-04-21 18:00:00","https://www.meetup.com/San-Francisco-Urban-Adventure-Club/"
"CPAA Art Center",0,0,"Casual Singles Social @ CPAA Art Center",21,21,"Unumia South Bay Singles Community","2017-04-21 21:00:00","https://www.meetup.com/Unumia-SouthBay/"
,,,"Wine Country for Art Lovers in April (or June) 2017",7,7,"Bay Area Single Boomers Social Meetup","2017-04-21 08:00:00","https://www.meetup.com/Bay-area-single-boomers-Social-Meetup/"
,,,"TGIF At Jazz!! @ Art Boutiki, San Jose 4/21, 7:15PM",6,6,"Bay Area Single Boomers Social Meetup","2017-04-21 19:15:00","https://www.meetup.com/Bay-area-single-boomers-Social-Meetup/"
,,,"5 MINUTE MINGLE & MATCH(AGES 42-59)-THE FUN WAY TO MEET SINGLES-FULL FOR LADIES!",0,25,"SAN FRANCISCO'S BEST SINGLES EVENTS!","2017-04-22 17:00:00","https://www.meetup.com/SFs-Best-Singles-Events/"
,,,"5 MINUTE MINGLE & MATCH (AGES 25-39) - THE FUN WAY TO MEET WITH OTHER SINGLES!",0,22,"SAN FRANCISCO'S BEST SINGLES EVENTS!","2017-04-22 19:30:00","https://www.meetup.com/SFs-Best-Singles-Events/"
,,,"Coffee Meet - International Trip Planning",0,5,"Bay Area Fun Single Friends!!","2017-04-22 16:00:00","https://www.meetup.com/DesiSinglesNetwork/"
,,,"Chimney Rock and Point Reyes Lighthouse Wildflower Walk",0,22,"Bay Area Singles (BAS) 40+","2017-04-22 10:30:00","https://www.meetup.com/Bay-Area-Singles-BAS40/"
,,,"Dancing with the amazing band Excess Baggage",0,27,"Bay Area Singles (BAS) 40+","2017-04-22 20:00:00","https://www.meetup.com/Bay-Area-Singles-BAS40/"
"Faction Brewery",37.786476135253906,-122.30835723876953,"BREWBIES: Handcrafted Beer + Good Cause!",8,8,"Unumia San Francisco Singles Community","2017-04-22 12:00:00","https://www.meetup.com/Unumia-SF/"
,,,"Docent-led Wildflower Hike at Edgewood Park + picnic after",8,8,"Silicon Valley Christian Singles Play Network (SV CSPN)","2017-04-22 09:45:00","https://www.meetup.com/SV-CSPN/"
"Inklings Coffee & Tea",37.660770416259766,-121.87529754638672,"Understanding Men- How to Find the Right Guy",5,5,"Conscious Singles/Couples Thriving Again","2017-04-22 15:00:00","https://www.meetup.com/Conscious-Reinventors/"
"Laney College",37.79494094848633,-122.26307678222656,"Volunteer for Earth Day near Lake Merritt. +Food/Drink.How do you want to help?",14,14,"LAKE MERRITT, OAKLAND, & BEYOND! Community-Run Meetup Group","2017-04-22 10:00:00","https://www.meetup.com/LakeMerritt/"
,,,"The Unpredictable & Wild & Fun ""Duxbury Reef"" Adventure !!",30,30,"I wanted to do that...Just not alone!","2017-04-22 09:30:00","https://www.meetup.com/San_Francisco_Friends/"
,,,"Friday Night - San Jose Jazz Festival",5,5,"Silicon Valley Christian Singles Play Network (SV CSPN)","2017-08-11 19:00:00","https://www.meetup.com/SV-CSPN/"
,,,"[Presidio] 4th Annual Cider Summit [$35]",6,6,"San Francisco Urban Adventure Club","2017-04-22 13:00:00","https://www.meetup.com/San-Francisco-Urban-Adventure-Club/"
,,,"[Golden Gate Park] Let's learn to play Quidditch! [FREE]",2,2,"San Francisco Urban Adventure Club","2017-04-22 13:00:00","https://www.meetup.com/San-Francisco-Urban-Adventure-Club/"
,,,"BKB Volunteer Work - Make a Difference!",0,13,"Break Ke Baad - Bay Area Indian Divorced Singles","2017-04-22 08:45:00","https://www.meetup.com/Break-Ke-Baad/"
,,,"Mission Peak Hike",0,5,"Break Ke Baad - Bay Area Indian Divorced Singles","2017-04-22 09:30:00","https://www.meetup.com/Break-Ke-Baad/"
"Inklings Coffee & Tea",37.660770416259766,-121.87529754638672,"Understanding Men- How to Find the Right Guy",7,7,"Bold Brave Women Having Fun with Life","2017-04-22 15:00:00","https://www.meetup.com/Let-Love-In-Dating-Again-Relationship-TriValley-Meetup/"
,,,"Hiking!",0,5,"Black2Asian - SF Bay Area Fun events and cultural exchange!","2017-04-22 09:00:00","https://www.meetup.com/black2asian/"
,,,"Earth Day 2017: Join The March Of Science San Jose, Sat 4/22, 9:30AM",11,11,"Bay Area Single Boomers Social Meetup","2017-04-22 09:30:00","https://www.meetup.com/Bay-area-single-boomers-Social-Meetup/"
,,,"Delish dinner and a movie...great way to enjoy a Saturday evening",1,10,"Bay Area Single Boomers Social Meetup","2017-04-22 17:45:00","https://www.meetup.com/Bay-area-single-boomers-Social-Meetup/"
"Cupertino Odd Fellows Lodge #70",37.337890625,-122.03439331054688,"Spring Fling Ballroom Dance at Cupertino Oddfellows Lodge",1,1,"South Bay to SF Dance Party Meetup","2017-04-22 18:00:00","https://www.meetup.com/South-Bay-to-SF-Dance-Party/"
,,,"Lady in Red Dance",0,6,"East Bay Ladies and Gents looking to meet (age 45+)","2017-04-22 20:30:00","https://www.meetup.com/Dating-for-ages-45-plus/"
"Lifetree Café Menlo Park ",37.43286895751953,-122.1999740600586,"Class Warfare: The Unending Struggle for Equality (Lifetree Café Menlo Park)",2,2,"Lifetree Café Bay Area","2017-04-26 18:30:00","https://www.meetup.com/LTCbayarea/"
"DoubleTree by Hilton Hotel San Francisco Airport",37.590572357177734,-122.35104370117188,"♥Lady In Red Dance Party♥",63,63,"Bay Area Singles Events and Travel","2017-04-22 19:00:00","https://www.meetup.com/SFBayAreaSinglesEvents/"
"DoubleTree by Hilton Hotel San Francisco Airport",37.590572357177734,-122.35104370117188,"♥Lady In Red Dance Party♥",63,63,"Your Asian Connection","2017-04-22 19:00:00","https://www.meetup.com/YourAsianConnection/"
"Petaluma Community Center",38.25157165527344,-122.63014221191406,"Ecstatic Singles",3,3,"HAI Global: San Francisco","2017-04-22 18:00:00","https://www.meetup.com/hai-san-francisco/"
,,,"Right Relationships Singles Series - Safe People",9,9,"Silicon Valley Christian Singles Play Network (SV CSPN)","2017-04-23 17:30:00","https://www.meetup.com/SV-CSPN/"
"Half Moon Bay Kayak Co.",37.503536224365234,-122.48114013671875,"Unumia: Day at Half Moon Bay (Kayak or Paddle Board optional)",52,52,"I wanted to do that...Just not alone!","2017-04-23 10:00:00","https://www.meetup.com/San_Francisco_Friends/"
,,,"Angel Island Bike n'Hike | ~7 mile HILLY bike ride +  ~4 mile hike",7,7,"I wanted to do that...Just not alone!","2017-04-23 10:15:00","https://www.meetup.com/San_Francisco_Friends/"
,,,"A Super Cool Event !  (Too much to put in this title)",15,15,"I wanted to do that...Just not alone!","2017-04-23 10:30:00","https://www.meetup.com/San_Francisco_Friends/"
,,,"[Angel Island] Hike & Picnic on Angel Island (5mi) [$1 RSVP]",12,13,"San Francisco Urban Adventure Club","2017-04-23 11:00:00","https://www.meetup.com/San-Francisco-Urban-Adventure-Club/"
,,,"Silicon Valley Comic Con",0,6,"Black2Asian - SF Bay Area Fun events and cultural exchange!","2017-04-23 10:00:00","https://www.meetup.com/black2asian/"
"Half Moon Bay Kayak Co.",37.503536224365234,-122.48114013671875,"Unumia: Day at Half Moon Bay (Kayak or Paddle Board optional)",50,50,"Unumia East Bay Singles Community","2017-04-23 10:00:00","https://www.meetup.com/Unumia-EastBay/"
"Half Moon Bay Kayak Co.",37.503536224365234,-122.48114013671875,"Unumia: Day at Half Moon Bay (Kayak or Paddle Board optional)",51,51,"Unumia South Bay Singles Community","2017-04-23 10:00:00","https://www.meetup.com/Unumia-SouthBay/"
"Half Moon Bay Kayak Co.",37.503536224365234,-122.48114013671875,"Unumia: Day at Half Moon Bay (Kayak or Paddle Board optional)",47,47,"Unumia San Francisco Singles Community","2017-04-23 10:00:00","https://www.meetup.com/Unumia-SF/"
,,,"3+ mile Sunday Social Walk at Shoreline + Lunch, 4/23 10AM",6,8,"Bay Area Single Boomers Social Meetup","2017-04-23 10:00:00","https://www.meetup.com/Bay-area-single-boomers-Social-Meetup/"
,,,"Music and Wine Tasting at Domenico's Winery in San Carlos!",0,18,"PO6 (Posse of 6) Spectacular Events for Mature Singles","2017-04-23 12:30:00","https://www.meetup.com/Posse-of-6-Dinner-Group-Dates-for-Mature-Singles/"
,,,"Singles Wine Tasting Party",0,5,"East Bay Ladies and Gents looking to meet (age 45+)","2017-04-23 13:00:00","https://www.meetup.com/Dating-for-ages-45-plus/"
"Henry Cowell Redwoods State Park",37.04168701171875,-122.0645523071289,"♥Hiking Trip at Henry Cowell Park♥",9,5,"Bay Area Singles Events and Travel","2017-04-23 10:00:00","https://www.meetup.com/SFBayAreaSinglesEvents/"
"Henry Cowell Redwoods State Park",37.04168701171875,-122.0645523071289,"♥Hiking Trip at Henry Cowell Park♥",8,11,"Your Asian Connection","2017-04-23 10:00:00","https://www.meetup.com/YourAsianConnection/"
"The Blue Door Restaurant & Bar",37.294677734375,-121.98807525634766,"The Blue Door Happy Hour",3,3,"Unumia San Francisco Singles Community","2017-04-26 17:30:00","https://www.meetup.com/Unumia-SF/"
"The Terrace Room @ The Lake Merritt Hotel",37.804412841796875,-122.26194763183594,"Trivia Night at The Terrace Room",8,8,"LAKE MERRITT, OAKLAND, & BEYOND! Community-Run Meetup Group","2017-04-24 19:30:00","https://www.meetup.com/LakeMerritt/"
,,,"Creative and Business Professionals After Work Networking Party",55,55,"I wanted to do that...Just not alone!","2017-04-24 18:00:00","https://www.meetup.com/San_Francisco_Friends/"
,,,"[Bayview] Strategy Board Game Night - Cosmic Encounter [FREE]",6,6,"San Francisco Urban Adventure Club","2017-04-24 18:30:00","https://www.meetup.com/San-Francisco-Urban-Adventure-Club/"
,,,"[Inner Sunset] Trivia at Blackthorn tavern [FREE]",7,5,"San Francisco Urban Adventure Club","2017-04-24 20:00:00","https://www.meetup.com/San-Francisco-Urban-Adventure-Club/"
"Edgie's Billiards",37.42738723754883,-121.89613342285156,"Monday Night Billiards @ Edgies (in Milpitas). Free for Ladies",10,10,"!Bay Area Fun Professionals and Friends!","2017-04-24 19:00:00","https://www.meetup.com/BayAreaFunProfessionalsAndFriends/"
,,,"Week 2 - Build Your Internal and External Confidence",2,2,"From Dorks to Don Juans","2017-04-25 19:00:00","https://www.meetup.com/From-Dorks-to-Don-Juans/"
,,,"Happy Hour Irish Style and Pub Quiz Night",0,18,"Bay Area Singles (BAS) 40+","2017-04-25 18:00:00","https://www.meetup.com/Bay-Area-Singles-BAS40/"
,,,"Jubilee Christian Singles Potluck",9,9,"Silicon Valley Christian Singles Play Network (SV CSPN)","2017-04-25 19:00:00","https://www.meetup.com/SV-CSPN/"
,,,"Yoga On The Labrinth at Grace Cathedral ;);)",5,5,"I wanted to do that...Just not alone!","2017-04-25 17:30:00","https://www.meetup.com/San_Francisco_Friends/"
"The Terrace Room @ The Lake Merritt Hotel",37.804412841796875,-122.26194763183594,"Trivia Night at The Terrace Room",7,7,"LAKE MERRITT, OAKLAND, & BEYOND! Community-Run Meetup Group","2017-05-08 19:30:00","https://www.meetup.com/LakeMerritt/"
"DNA Lounge ",37.771080017089844,-122.41260528564453,"Astronomy on Tap San Francisco",1,1,"Bay Area Happenings","2017-04-25 19:30:00","https://www.meetup.com/BayAreaHappenings/"
"Los Gatos Calvary Church",37.23196029663086,-121.96466064453125,"Live Therapy and Holding Times (How We Love Series)",20,20,"Divorce and Relationship Recovery Los Gatos","2017-04-25 19:00:00","https://www.meetup.com/DRR-Los-Gatos/"
"A Private Home",0,0,"Mid-Penisula Mark Group in Portola Valley",6,6,"Bay Area Mark Groups","2017-04-25 19:30:00","https://www.meetup.com/BayAreaMarkGroups/"
"The Blue Door Restaurant & Bar",37.294677734375,-121.98807525634766,"The Blue Door Happy Hour",23,23,"Unumia East Bay Singles Community","2017-04-26 17:30:00","https://www.meetup.com/Unumia-EastBay/"
,,,"[Marina] Raise the Maccallan private tasting event [FREE]",15,17,"San Francisco Urban Adventure Club","2017-04-26 18:00:00","https://www.meetup.com/San-Francisco-Urban-Adventure-Club/"
,,,"Dating in SF Sucks - How To Make It 10X Better",0,8,"San Francisco Fierce Gentlemen Meetup","2017-04-26 18:10:00","https://www.meetup.com/Fierce-Gentlemen/"
