"name","lat","lon","event_name","attendance_count","yes_rsvp_count","group_name","event_datetime","link"
,,,"Men's RSVP for Sailor's Dinner in Palo Alto",0,10,"PO6 (Posse of 6) Spectacular Events for Mature Singles","2012-03-18 18:30:00","https://www.meetup.com/Posse-of-6-Dinner-Group-Dates-for-Mature-Singles/"
,,,"Women's RSVP for Sailor's Dinner in Palo Alto",0,11,"PO6 (Posse of 6) Spectacular Events for Mature Singles","2012-03-18 18:30:00","https://www.meetup.com/Posse-of-6-Dinner-Group-Dates-for-Mature-Singles/"
,,,"Samovar Tea Lounge for a Serene Sunday Brunch",0,7,"SITC ▪ Singles in the City ▪ Born 1960>1979","2012-03-18 10:00:00","https://www.meetup.com/SITCSF/"
,,,"***Ladies and Gentlemen, 2012 is the year to HEAL!***",23,23,"!Bay Area Fun Professionals and Friends!","2012-03-18 11:30:00","https://www.meetup.com/BayAreaFunProfessionalsAndFriends/"
"Private Home",37.94797897338867,-122.06079864501953,"Pleasant Hill Mark Group",4,4,"Bay Area Mark Groups","2012-03-19 19:00:00","https://www.meetup.com/BayAreaMarkGroups/"
,,,"Dinner and a movie: Movie TBD and Sushi in JapanTown",0,23,"SITC ▪ Singles in the City ▪ Born 1960>1979","2012-03-23 18:15:00","https://www.meetup.com/SITCSF/"
"Coco Cabana",37.706878662109375,-121.87220001220703,"Happy hour  Brazilian tapas",19,19,"Tri-Valley Singles","2012-03-23 18:00:00","https://www.meetup.com/Tri-Valley-Singles/"
,,,"East Bay Ladies & Gents monthly party at ShBoom Nightclub",0,4,"East Bay Ladies and Gents looking to meet (age 45+)","2012-03-23 19:00:00","https://www.meetup.com/Dating-for-ages-45-plus/"
,,,"Party of Sixer's April Fool's Dinner or Plus One",0,31,"PO6 (Posse of 6) Spectacular Events for Mature Singles","2012-04-01 18:30:00","https://www.meetup.com/Posse-of-6-Dinner-Group-Dates-for-Mature-Singles/"
,,,"Japanese Tea Garden",0,10,"SITC ▪ Singles in the City ▪ Born 1960>1979","2012-04-01 10:00:00","https://www.meetup.com/SITCSF/"
" Azucar Latin Bistro Mojito Bar",37.335105895996094,-121.88755798339844,"MONDAY SALSA LESSONS IN SAN JOSE - PLUS LATIN DANCE PARTY! DANCING TILL 12AM!",19,19,"BAMBAS -  Bay Area Merengue Bachata Afrocuban Salsa Club","2012-03-19 20:30:00","https://www.meetup.com/BAMBAS/"
,,,"[SB] AYCB - All-You-Can-Bowl: Mission Lanes",0,15,"Awesome Asian Americans!!!","2012-03-19 20:30:00","https://www.meetup.com/AsiansAmericans/"
,,,"Meditation Class: Becoming the Person You Want to Be",0,12,"SITC ▪ Singles in the City ▪ Born 1960>1979","2012-03-20 18:30:00","https://www.meetup.com/SITCSF/"
,,,"the Better Relationships Group",2,2,"Better Relationships Group","2012-03-20 19:30:00","https://www.meetup.com/Better-Relationships-Group/"
,,,"Let's Go ""Where Everybody Knows Your Name"" (think Cheers theme)!",0,2,"East Bay Ladies and Gents looking to meet (age 45+)","2012-03-20 18:30:00","https://www.meetup.com/Dating-for-ages-45-plus/"
"Social Fluency SOMA offices",37.7870979309082,-122.39910125732422,"Learn about building chemistry with people we just met",22,22,"Social Fluency","2012-03-21 18:45:00","https://www.meetup.com/Social-Fluency-Workshop/"
,,,"Coffeshop Study Hall",0,5,"SITC ▪ Singles in the City ▪ Born 1960>1979","2012-03-21 10:00:00","https://www.meetup.com/SITCSF/"
"A Private Home",38.082218170166016,-122.51361083984375,"Marin Mark Group",3,3,"Bay Area Mark Groups","2012-03-21 19:30:00","https://www.meetup.com/BayAreaMarkGroups/"
"Private Home",37.77492904663086,-122.41941833496094,"Mark Group in Sunset Neighborhood in SF",5,5,"Bay Area Mark Groups","2012-03-21 19:30:00","https://www.meetup.com/BayAreaMarkGroups/"
"Dr Teeth & the Electric Mayhem",37.75988006591797,-122.41908264160156,"25 cent wing night at Mayhem!",33,33,"Happy Hour Club","2012-03-21 19:00:00","https://www.meetup.com/sfbeerclub/"
,,,"Wine Tasting in Palo Alto",101,101,"Bay Area Singles Events and Travel","2012-03-22 19:30:00","https://www.meetup.com/SFBayAreaSinglesEvents/"
,,,"DINNER FOR 15 at BUNGALOW 44 in MILL VALLEY",15,15,"Dine Single","2012-03-22 19:00:00","https://www.meetup.com/dinesingle/"
,,,"PRIDE AND JOY",0,4,"East Bay Ladies and Gents looking to meet (age 45+)","2012-03-22 19:00:00","https://www.meetup.com/Dating-for-ages-45-plus/"
,,,"[EB] Thursday(3/22) Dinner (Korean) in Castro Valley",0,2,"Awesome Asian Americans!!!","2012-03-22 19:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"[SF] Pandora Karaoke - Every Other Thursday (with SFBA Karaoke & SF 30+ Groups)",0,1,"Awesome Asian Americans!!!","2012-03-22 19:30:00","https://www.meetup.com/AsiansAmericans/"
,,,"Cockette Rocket! ",0,4,"Offbeat San Francisco","2012-03-23 19:00:00","https://www.meetup.com/offbeat-san-francisco/"
,,,"A sexy Moroccan night for the lovely and  happy singles",223,223,"Lovely Happy Singles!","2012-03-23 21:30:00","https://www.meetup.com/lovelyhappysingles/"
"Studio 8",37.33598709106445,-121.89042663574219,"(SJ) Studio 8- Spring Break Bikini Bash",1,1,"Silicon Valley Active Singles!","2012-03-23 21:00:00","https://www.meetup.com/SV-Single/"
,,,"FOAM PARTY | March Splash Madness @ Supperclub",0,6,"SF Fun & Outgoing SocialWised","2012-03-23 22:00:00","https://www.meetup.com/socialwisedSF/"
,,,"[EB] Dinner & Karaoke",0,6,"Awesome Asian Americans!!!","2012-03-23 19:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"(SJ) Studio 8- Spring Break Bikini Bash",0,10,"Awesome Asian Americans!!!","2012-03-23 21:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"Indian classical percussionist performing at U Cal",0,1,"Awesome Asian Americans!!!","2012-03-24 19:00:00","https://www.meetup.com/AsiansAmericans/"
"Club 93",37.776546478271484,-122.41490936279297,"Electronic Music DJ Dance Party Sat. 03/24 at Club 93: PSYCHEDELIK FUNKTRONIKA",4,4,"ECLECTIC MIX ELECTRONIC MUSIC DANCE PARTY PLANNING","2012-03-24 21:00:00","https://www.meetup.com/ECLECTIC-MIX-ELECTRONIC-MUSIC-DANCE-PARTY-PLANNING/"
"Port of New Orleans, Louisiana",29.936843872070312,-90.06151580810547,"Dancing with Donna Cruise to the Western Caribbean",0,0,"Bay Area Single Boomers Social Meetup","2012-03-24 16:30:00","https://www.meetup.com/Bay-area-single-boomers-Social-Meetup/"
,,,"Margeritas & movies",0,23,"SF Bay Area Young, Wild & Free Singles","2012-03-24 19:00:00","https://www.meetup.com/singles-do-it-all-meetup-group/"
,,,"Gentlemen's Choice Dinner in Redwood Shores!",0,28,"PO6 (Posse of 6) Spectacular Events for Mature Singles","2012-03-24 18:30:00","https://www.meetup.com/Posse-of-6-Dinner-Group-Dates-for-Mature-Singles/"
,,,"Japanese Tea Garden",0,4,"SITC ▪ Singles in the City ▪ Born 1960>1979","2012-03-24 10:00:00","https://www.meetup.com/SITCSF/"
,,,"THE SINGLES CHARITY BALL FUNDRAISING - CO SPONSOR",0,25,"East Bay Ladies and Gents looking to meet (age 45+)","2012-03-24 19:30:00","https://www.meetup.com/Dating-for-ages-45-plus/"
,,,"A Beatles Tribute (evening with the Sun Kings)",0,3,"East Bay Ladies and Gents looking to meet (age 45+)","2012-03-24 20:00:00","https://www.meetup.com/Dating-for-ages-45-plus/"
"supperclub",37.78321075439453,-122.39635467529297,"my bday // champagne party!! @supperclubSF",5,5,"Bay Area Singles Events and Travel","2012-03-24 21:00:00","https://www.meetup.com/SFBayAreaSinglesEvents/"
,,,"Happy hour at the Lagunitas Brewing Company",23,23,"Dine Single","2012-03-24 15:00:00","https://www.meetup.com/dinesingle/"
"Marriott Hotel",37.76145553588867,-121.95645904541016,"Singles Charity Ball to Help Cure the Blind",119,119,"SF Bay Area Singles Events","2012-03-24 20:00:00","https://www.meetup.com/http-www-sfbayareasingles-com/"
,,,"[NB] Lunch in Sausalito, hike with views of GGB, and walk to Marine Mammal Ctr",0,2,"Awesome Asian Americans!!!","2012-03-24 12:30:00","https://www.meetup.com/AsiansAmericans/"
,,,"Lands End Trail- Cliff house to Golden Gate Bridge",0,2,"Awesome Asian Americans!!!","2012-03-24 13:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"Linsanity - Detroit Pistons vs NY Knicks",0,10,"Awesome Asian Americans!!!","2012-03-24 16:30:00","https://www.meetup.com/AsiansAmericans/"
"Sports Basement",37.804054260253906,-122.45548248291016,"San Francisco Sunday Meditation Class with Tibetan Buddhism Master",3,3,"Bay Area Single Boomers Social Meetup","2012-03-25 09:00:00","https://www.meetup.com/Bay-area-single-boomers-Social-Meetup/"
,,,"Rack 'Em! Let's Play Pool",0,9,"SITC ▪ Singles in the City ▪ Born 1960>1979","2012-03-25 16:00:00","https://www.meetup.com/SITCSF/"
,,,"Info Meeting: Biking Southern Italy",0,1,"**Mingle with Travelers, Students, Au Pairs & Locals in SF**","2012-03-25 18:30:00","https://www.meetup.com/SanFranciscoHostel/"
,,,"San Francisco Sunday Meditation Class with Tibetan Buddhism Master",0,1,"Awesome Asian Americans!!!","2012-03-25 09:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"[SB] Classic Lunch Get Together!!",0,16,"Awesome Asian Americans!!!","2012-03-25 11:45:00","https://www.meetup.com/AsiansAmericans/"
,,,"[PN] Holi Milan - Agayee Hum Leker Fun & Masti !!",0,3,"Awesome Asian Americans!!!","2012-03-25 12:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"[PN] Holi Milan - Special $20 a Ticket !!",0,1,"Awesome Asian Americans!!!","2012-03-25 12:00:00","https://www.meetup.com/AsiansAmericans/"
"Surf City Billiards & Cafe",36.97071838378906,-122.02516174316406,"How about a fun game of Live Trivia",1,1,"Bay Area Single Boomers Social Meetup","2012-03-26 19:00:00","https://www.meetup.com/Bay-area-single-boomers-Social-Meetup/"
,,,"Another potluck discussion?",7,7,"Love Chemistry","2012-03-26 19:30:00","https://www.meetup.com/Love-Chemistry/"
"Private Home",37.94797897338867,-122.06079864501953,"Pleasant Hill Mark Group",3,3,"Bay Area Mark Groups","2012-03-26 19:00:00","https://www.meetup.com/BayAreaMarkGroups/"
" Azucar Latin Bistro Mojito Bar",37.335105895996094,-121.88755798339844,"BACHATA LESSONS IN SAN JOSE PLUS DANCE PARTY! BACHATA & SALSA DANCING TILL 12AM!",32,32,"BAMBAS -  Bay Area Merengue Bachata Afrocuban Salsa Club","2012-03-26 20:30:00","https://www.meetup.com/BAMBAS/"
,,,"Lil Linsanity - Milwaukee Bucks vs NY Knicks",0,3,"Awesome Asian Americans!!!","2012-03-26 16:30:00","https://www.meetup.com/AsiansAmericans/"
,,,"Meditation Class: Enlightenment for Our World",0,13,"SITC ▪ Singles in the City ▪ Born 1960>1979","2012-03-27 18:30:00","https://www.meetup.com/SITCSF/"
,,,"Let's Go ""Where Everybody Knows Your Name"" (think Cheers theme)!",0,4,"East Bay Ladies and Gents looking to meet (age 45+)","2012-03-27 18:30:00","https://www.meetup.com/Dating-for-ages-45-plus/"
,,,"Comedy at the Wildvine",0,6,"East Bay Ladies and Gents looking to meet (age 45+)","2012-03-27 19:30:00","https://www.meetup.com/Dating-for-ages-45-plus/"
"A Private Home",38.082218170166016,-122.51361083984375,"Marin Mark Group",2,2,"Bay Area Mark Groups","2012-03-28 19:30:00","https://www.meetup.com/BayAreaMarkGroups/"
"Private Home",37.77492904663086,-122.41941833496094,"Mark Group in Sunset Neighborhood in SF",5,5,"Bay Area Mark Groups","2012-03-28 19:30:00","https://www.meetup.com/BayAreaMarkGroups/"
,,,"[SF] Pandora's Hope Mixer",0,103,"Awesome Asian Americans!!!","2012-03-28 16:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"[SF] FEAR OF SPEAKING/COMMUNICATING? Asian Express Toastmasters can help!",0,5,"Awesome Asian Americans!!!","2012-03-28 18:30:00","https://www.meetup.com/AsiansAmericans/"
"Social Fluency SOMA offices",37.7870979309082,-122.39910125732422,"Learn how to be at your best with your Social Skills",13,13,"Social Fluency","2012-03-28 18:45:00","https://www.meetup.com/Social-Fluency-Workshop/"
"Pure Lounge",37.37678146362305,-122.02975463867188,"Dinner and Music (Italian and Asian Fusion Tapas)",27,27,"!Bay Area Fun Professionals and Friends!","2012-03-29 18:30:00","https://www.meetup.com/BayAreaFunProfessionalsAndFriends/"
,,,"THE FUNDAMENTALS",0,1,"East Bay Ladies and Gents looking to meet (age 45+)","2012-03-29 19:00:00","https://www.meetup.com/Dating-for-ages-45-plus/"
"Pure Lounge",37.37678146362305,-122.02975463867188,"Dinner and Music (Italian and Asian Fusion Tapas)",24,24,"Bay Area Singles Events and Travel","2012-03-29 18:30:00","https://www.meetup.com/SFBayAreaSinglesEvents/"
"Lilly Macs Irish Bar and Restaurant ",37.376365661621094,-122.03065490722656,"**Let's Dance the Night Away With The Band UNCOVERED at LILLY MAC'S!**",174,174,"Lovely Happy Singles!","2012-03-30 20:00:00","https://www.meetup.com/lovelyhappysingles/"
"Lilly Macs Irish Bar and Restaurant ",37.376365661621094,-122.03065490722656,"**Let's Dance the Night Away With The Band UNCOVERED at LILLY MAC'S!**",110,110,"Bay Area Singles Events and Travel","2012-03-30 20:00:00","https://www.meetup.com/SFBayAreaSinglesEvents/"
,,,"BIG BAND celebrates 50th Anniversary at Dance in Berkeley",0,1,"Friday Night Social!","2012-03-30 19:30:00","https://www.meetup.com/SFSocialClub/"
,,,"Ballroom dancing lessons and party - Cheryl Burke dance , Mountain view",14,14,"!Bay Area Friends-Fun Activities-Dancing & Happy Hour Group","2012-03-30 20:00:00","https://www.meetup.com/Bay-Area-Singles-Activities-Happy-Hour-Group/"
"Club Illusions",37.42789077758789,-122.14401245117188,"Bay Area Singles Speed Dating (Asian to Non-Asian)",40,40,"Your Asian Connection","2012-03-30 19:00:00","https://www.meetup.com/YourAsianConnection/"
"Club Illusions",37.42789077758789,-122.14401245117188,"Bay Area Singles Lady In Red Premier Dance Party",19,19,"Your Asian Connection","2012-03-30 20:30:00","https://www.meetup.com/YourAsianConnection/"
"Club Illusion ",37.42789077758789,-122.14401245117188,"Speed Dating & Lady in Red Dance",132,132,"SF Bay Area Singles Events","2012-03-30 19:00:00","https://www.meetup.com/http-www-sfbayareasingles-com/"
"Lilly Macs Irish Bar and Restaurant ",37.376365661621094,-122.03065490722656,"**Let's Dance the Night Away With The Band UNCOVERED at LILLY MAC'S!**",200,200,"!Bay Area Fun Professionals and Friends!","2012-03-30 20:00:00","https://www.meetup.com/BayAreaFunProfessionalsAndFriends/"
,,,"(PN)  Dinner before Cheryl Burke Dancing",0,3,"Awesome Asian Americans!!!","2012-03-30 17:45:00","https://www.meetup.com/AsiansAmericans/"
,,,"Let's eat Korean food!",0,17,"Awesome Asian Americans!!!","2012-03-30 18:30:00","https://www.meetup.com/AsiansAmericans/"
,,,"[PN] Ballroom dancing lessons and party - Cheryl Burke dance",0,43,"Awesome Asian Americans!!!","2012-03-30 20:15:00","https://www.meetup.com/AsiansAmericans/"
,,,"Giant Book Sale at Fort Mason",0,21,"SITC ▪ Singles in the City ▪ Born 1960>1979","2012-03-31 11:00:00","https://www.meetup.com/SITCSF/"
,,,"Lunch at Greens after the Book Sale",0,5,"SITC ▪ Singles in the City ▪ Born 1960>1979","2012-03-31 12:00:00","https://www.meetup.com/SITCSF/"
,,,"7x7s Big Eat SF 2012 - March: Boxing Room",0,8,"SITC ▪ Singles in the City ▪ Born 1960>1979","2012-03-31 20:00:00","https://www.meetup.com/SITCSF/"
,,,"Have the relationship you want",0,28,"SF Bay Area Young, Wild & Free Singles","2012-03-31 10:00:00","https://www.meetup.com/singles-do-it-all-meetup-group/"
"Mighty ",37.76747512817383,-122.40687561035156,"Mighty SF",1,1,"South Bay to SF Dance Party Meetup","2012-03-31 22:00:00","https://www.meetup.com/South-Bay-to-SF-Dance-Party/"
"3065 Richmond Blvd",37.81980895996094,-122.2597427368164,"All THAI Foods Lover...Get ToGeTher Pot Luck Style",1,1,"20's - 40's  Bay Area Singles Social Mixers and Parties!!","2012-03-31 13:00:00","https://www.meetup.com/ethnics/"
"Apartment 24",37.798179626464844,-122.40454864501953,"My Birthday Party!",3,3,"20's - 40's  Bay Area Singles Social Mixers and Parties!!","2012-03-31 22:00:00","https://www.meetup.com/ethnics/"
,,,"Karaoke in our own private lounge!",0,12,"SITC ▪ Singles in the City ▪ Born 1960>1979","2012-04-01 18:00:00","https://www.meetup.com/SITCSF/"
,,,"[EB] All You Can Bowl....Southshore Lanes, Alameda!!",0,18,"Awesome Asian Americans!!!","2012-04-09 20:30:00","https://www.meetup.com/AsiansAmericans/"
,,,"Organizer's Dinner at Urban Tavern",0,10,"SITC ▪ Singles in the City ▪ Born 1960>1979","2012-04-09 17:30:00","https://www.meetup.com/SITCSF/"
"Pacific Cultural Center",36.975608825683594,-122.00883483886719,"Sacred Tantra Saturday Santa Cruz March 31, 2012",7,7,"TANTRA WITH DIVINE KIKA","2012-03-31 19:30:00","https://www.meetup.com/TantrawithDivinekika/"
"TekilaRock",37.410560607910156,-122.0154800415039,"03/31/2012 Live Salsa Night At Tekila Rock w/ Edgardo Cambon & Latido",54,54,"BAMBAS -  Bay Area Merengue Bachata Afrocuban Salsa Club","2012-03-31 22:00:00","https://www.meetup.com/BAMBAS/"
,,,"[EB] Lunch (Fudruckers) then Movie (The Hunger Games) at Emeryville",0,8,"Awesome Asian Americans!!!","2012-03-31 11:30:00","https://www.meetup.com/AsiansAmericans/"
,,,"(Peninsula) tennis, ramen, walk, karaoke happy hour",0,6,"Awesome Asian Americans!!!","2012-03-31 12:15:00","https://www.meetup.com/AsiansAmericans/"
,,,"Easter Cookie Decorating Free Class @ Macy's Union Square",0,13,"Awesome Asian Americans!!!","2012-03-31 13:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"Linsanity - Cavs vs Knicks / NCAA Final Four Basketball",0,7,"Awesome Asian Americans!!!","2012-03-31 15:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"Pre-Bowling Dinner: Burma Cafe",0,9,"Awesome Asian Americans!!!","2012-03-31 18:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"Bowling Night @ Classic Bowl #2",0,19,"Awesome Asian Americans!!!","2012-03-31 19:30:00","https://www.meetup.com/AsiansAmericans/"
,,,"Caitlyn's Birthday Bash!",0,9,"Awesome Asian Americans!!!","2012-03-31 22:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"Wine Tasting in Palo Alto",0,112,"Beautiful Singles in 20's, 30's, and 40's","2012-04-01 16:30:00","https://www.meetup.com/Beautiful-Singles-in-20s-30s-and-40s/"
"Gestalt Haus",37.76456832885742,-122.42330169677734,"ELECTRONIC MUSIC LOUNGE STYLE @ GESTALT HAUS SUNDAYS: eMeM DANCE PARTY P.M.",5,5,"ECLECTIC MIX ELECTRONIC MUSIC DANCE PARTY PLANNING","2012-04-01 20:00:00","https://www.meetup.com/ECLECTIC-MIX-ELECTRONIC-MUSIC-DANCE-PARTY-PLANNING/"
"Gestalt Haus",37.76456832885742,-122.42330169677734,"ELECTRONIC MUSIC LOUNGE STYLE @ GESTALT HAUS SUNDAYS: eMeM DANCE PARTY P.M.",3,3,"ECLECTIC MIX ELECTRONIC MUSIC DANCE PARTY PLANNING","2012-04-01 20:00:00","https://www.meetup.com/ECLECTIC-MIX-ELECTRONIC-MUSIC-DANCE-PARTY-PLANNING/"
"Sports Basement",37.804054260253906,-122.45548248291016,"San Francisco 4/1 Sunday Meditation Class with Tibetan Buddhism Master",1,1,"Bay Area Single Boomers Social Meetup","2012-04-01 09:00:00","https://www.meetup.com/Bay-area-single-boomers-Social-Meetup/"
,,,"Wine Tasting in Palo Alto",106,106,"Bay Area Singles Events and Travel","2012-04-01 16:30:00","https://www.meetup.com/SFBayAreaSinglesEvents/"
,,,"MEN's SIGN UP for Dinner for 20 at PANTA REI in SF",7,7,"Dine Single","2012-04-01 18:00:00","https://www.meetup.com/dinesingle/"
,,,"WOMEN's SIGN UP for Dinner for 20 at PANTA REI in SF",1,7,"Dine Single","2012-04-01 18:00:00","https://www.meetup.com/dinesingle/"
,,,"San Francisco 4/1 Sunday Meditation Class with Tibetan Buddhism Master",0,1,"Awesome Asian Americans!!!","2012-04-01 09:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"Tibetan Buddhist Temple Walk 9 Miles",0,42,"Awesome Asian Americans!!!","2012-04-01 09:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"Dimsum & Sum (Wrath of the Titans)",0,23,"Awesome Asian Americans!!!","2012-04-01 10:30:00","https://www.meetup.com/AsiansAmericans/"
,,,"[PN] Rollerskating",0,27,"Awesome Asian Americans!!!","2012-04-01 18:00:00","https://www.meetup.com/AsiansAmericans/"
"Private Home",37.94797897338867,-122.06079864501953,"Pleasant Hill Mark Group",2,2,"Bay Area Mark Groups","2012-04-02 19:00:00","https://www.meetup.com/BayAreaMarkGroups/"
" Azucar Latin Bistro Mojito Bar",37.335105895996094,-121.88755798339844,"MONDAY SALSA LESSONS IN SAN JOSE - PLUS LATIN DANCE PARTY! DANCING TILL 12AM!",1,1,"BAMBAS -  Bay Area Merengue Bachata Afrocuban Salsa Club","2012-04-02 20:30:00","https://www.meetup.com/BAMBAS/"
,,,"Meditation Class: Living Our Life with Joy and Purpose",0,11,"SITC ▪ Singles in the City ▪ Born 1960>1979","2012-04-03 18:30:00","https://www.meetup.com/SITCSF/"
,,,"Let's Go ""Where Everybody Knows Your Name"" (think Cheers theme)!",0,5,"East Bay Ladies and Gents looking to meet (age 45+)","2012-04-03 18:30:00","https://www.meetup.com/Dating-for-ages-45-plus/"
"Ristorante Da Mario Italian",37.258426666259766,-122.03302764892578,"Singles Progressive Dinner in Downtown Saratoga",29,29,"SF Bay Area Singles Events","2012-04-03 18:30:00","https://www.meetup.com/http-www-sfbayareasingles-com/"
"Black Angus",37.357730865478516,-122.02115631103516,"Happy Hour Socializing & Cheer the Sharks onto the Playoffs",31,31,"!Bay Area Fun Professionals and Friends!","2012-04-03 17:30:00","https://www.meetup.com/BayAreaFunProfessionalsAndFriends/"
,,,"[SF] Conversation on Money and Life",0,5,"Awesome Asian Americans!!!","2012-04-04 19:30:00","https://www.meetup.com/AsiansAmericans/"
"Hot Spot",37.776363372802734,-122.41777801513672,"ECLECTIC MIX ELECTRONIC MUSIC DANCE PARTY PLANNING MEETUP: eMeM DANCE PARTY P.M.",1,1,"ECLECTIC MIX ELECTRONIC MUSIC DANCE PARTY PLANNING","2012-04-04 19:30:00","https://www.meetup.com/ECLECTIC-MIX-ELECTRONIC-MUSIC-DANCE-PARTY-PLANNING/"
"Social Fluency SOMA offices",37.7870979309082,-122.39910125732422,"Learn how to be at your best with your Social Skills",10,10,"Social Fluency","2012-04-04 18:45:00","https://www.meetup.com/Social-Fluency-Workshop/"
"Private Home",37.77492904663086,-122.41941833496094,"Mark Group in Sunset Neighborhood in SF",5,5,"Bay Area Mark Groups","2012-04-04 19:30:00","https://www.meetup.com/BayAreaMarkGroups/"
,,,"[SB] Meet Cool People and Enjoy Fancy Refreshments",0,31,"Awesome Asian Americans!!!","2012-04-04 18:30:00","https://www.meetup.com/AsiansAmericans/"
,,,"Let's Meet for Coffee & then See the Soweto Gospel Choir: ""African Grace!""",0,6,"Bay Area Black Singles","2012-04-05 18:30:00","https://www.meetup.com/Bay-Area-Black-Singles/"
,,,"[SB]Easter Musical",0,18,"Awesome Asian Americans!!!","2012-04-05 19:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"[SF] Pandora Karaoke - Every Other Thursday (with SFBA Karaoke & SF 30+ Groups)",0,2,"Awesome Asian Americans!!!","2012-04-05 19:30:00","https://www.meetup.com/AsiansAmericans/"
"Jillian's",37.783782958984375,-122.40296173095703,"Happy Hour at Jillian's (in the Metreon, SF)",27,27,"Unumia San Francisco Singles Community","2012-04-05 16:00:00","https://www.meetup.com/Unumia-SF/"
,,,"Trampoline Dodgeball in Santa Clara!",0,12,"SF Bay Area Young, Wild & Free Singles","2012-04-05 19:30:00","https://www.meetup.com/singles-do-it-all-meetup-group/"
,,,"The Touch of Class Band",0,3,"East Bay Ladies and Gents looking to meet (age 45+)","2012-04-05 19:00:00","https://www.meetup.com/Dating-for-ages-45-plus/"
"Sloane Squared",37.77388000488281,-122.41764831542969,"MADMEN launch PARTY!",1,1,"Silicon Valley Active Singles!","2012-04-06 21:30:00","https://www.meetup.com/SV-Single/"
"Sloane",37.773902893066406,-122.41746520996094,"MADMEN LAUNCH PARTY",2,2,"South Bay to SF Dance Party Meetup","2012-04-06 21:30:00","https://www.meetup.com/South-Bay-to-SF-Dance-Party/"
"Lilly Macs Irish Bar and Restaurant ",37.376365661621094,-122.03065490722656,"LETS PARTY LIKE ITS NEW YEARS AT LILLY MACS IN SUNNYVALE!",145,145,"Lovely Happy Singles!","2012-04-06 20:00:00","https://www.meetup.com/lovelyhappysingles/"
,,,"Free Qi Gong Class in SF",11,19,"Bay Area Single Boomers Social Meetup","2012-04-06 18:00:00","https://www.meetup.com/Bay-area-single-boomers-Social-Meetup/"
"Bluelight Cinemas",37.32372283935547,-122.04900360107422,"MMA Documentary-Fight Life Movie Premiere!",7,7,"20's - 40's  Bay Area Singles Social Mixers and Parties!!","2012-04-06 19:00:00","https://www.meetup.com/ethnics/"
"Tommy T's",37.69660949707031,-121.90369415283203,"TOMMY TS COMEDY CLUB",5,5,"Tri-Valley Singles","2012-04-06 18:30:00","https://www.meetup.com/Tri-Valley-Singles/"
"Lilly Macs Irish Bar and Restaurant ",37.376365661621094,-122.03065490722656,"***LETS PARTY LIKE ITS NEW YEARS AT LILLY MACS IN SUNNYVALE!***",115,115,"Bay Area Singles Events and Travel","2012-04-06 20:00:00","https://www.meetup.com/SFBayAreaSinglesEvents/"
,,,"[SB] AYCB - All-You-Can-Bowl: Mission Lanes",0,29,"Awesome Asian Americans!!!","2012-04-17 20:30:00","https://www.meetup.com/AsiansAmericans/"
,,,"Dance like fools to great music in two rooms",0,9,"We Love the 80's SF Bay Area","2012-07-12 21:00:00","https://www.meetup.com/80s-SF-Bay-Area/"
"Lilly Macs Irish Bar and Restaurant ",37.376365661621094,-122.03065490722656,"***LETS PARTY LIKE ITS NEW YEARS AT LILLY MACS IN SUNNYVALE!***",200,200,"!Bay Area Fun Professionals and Friends!","2012-04-06 20:00:00","https://www.meetup.com/BayAreaFunProfessionalsAndFriends/"
,,,"[SF] Dinner & 1/2 price show Far Easter with Dat Phan: Asian Comics at Cobb's",0,5,"Awesome Asian Americans!!!","2012-04-06 18:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"[SB] Fight Life Movie Premiere @Bluelight Cinemas in Cupertino!",0,4,"Awesome Asian Americans!!!","2012-04-06 19:00:00","https://www.meetup.com/AsiansAmericans/"
,,,"[SF] April's April 's Social",0,35,"Awesome Asian Americans!!!","2012-04-06 20:30:00","https://www.meetup.com/AsiansAmericans/"
,,,"[SF] MADMEN LAUNCH PARTY",0,3,"Awesome Asian Americans!!!","2012-04-06 21:30:00","https://www.meetup.com/AsiansAmericans/"
,,,"Hike:Palomarin To Alamere Falls, Pt Reyes",2,2,"!Bay Area Friends-Fun Activities-Dancing & Happy Hour Group","2012-04-07 08:00:00","https://www.meetup.com/Bay-Area-Singles-Activities-Happy-Hour-Group/"
,,,"Kayak Elkhorn Slough with Gregg Meyer",7,7,"Bay Area Single Boomers Social Meetup","2012-04-07 10:00:00","https://www.meetup.com/Bay-area-single-boomers-Social-Meetup/"
